V1	V2	label	sample	cell	rep	day
0.29082656603466184	-0.4285064978906563	CHOZNUnstableGlnDay60_1	CHOZNUnstableGlnDay60	CHOZNUnstableGln	1	60
0.9760621332268262	0.1316876132586824	CHOZNUnstableGlnDay0_2	CHOZNUnstableGlnDay0	CHOZNUnstableGln	2	0
-0.8960259845252012	0.03383642040310608	CHOZNUnstableNoglnDay90_3	CHOZNUnstableNoglnDay90	CHOZNUnstableNogln	3	90
0.4147337482127371	0.906934072902084	CHOZNUnstableGlnDay0_3	CHOZNUnstableGlnDay0	CHOZNUnstableGln	3	0
0.2380946228646854	1.7226888719365165	CHOZNUnstableGlnDay90_3	CHOZNUnstableGlnDay90	CHOZNUnstableGln	3	90
-0.7696744767395103	0.5951356050795846	CHOZNUnstableGlnDay0_1	CHOZNUnstableGlnDay0	CHOZNUnstableGln	1	0
-0.2034612236013773	0.6071233867383512	CHOZNUnstableNoglnDay90_2	CHOZNUnstableNoglnDay90	CHOZNUnstableNogln	2	90
1.3639055751862323	-1.072983504090356	CHOZNUnstableNoglnDay30_2	CHOZNUnstableNoglnDay30	CHOZNUnstableNogln	2	30
1.0276515779865902	-0.5329008061291924	CHOZNUnstableGlnDay30_1	CHOZNUnstableGlnDay30	CHOZNUnstableGln	1	30
-1.4002622224767411	-0.6052378777910694	CHOZNUnstableGlnDay30_2	CHOZNUnstableGlnDay30	CHOZNUnstableGln	2	30
-0.5289850952862452	-0.6878924309575933	CHOZNUnstableGlnDay30_3	CHOZNUnstableGlnDay30	CHOZNUnstableGln	3	30
0.6354360231650413	-0.9688929194256124	CHOZNUnstableGlnDay60_3	CHOZNUnstableGlnDay60	CHOZNUnstableGln	3	60
1.6599695267756593	-0.14625331995140112	CHOZNUnstableGlnDay60_2	CHOZNUnstableGlnDay60	CHOZNUnstableGln	2	60
-0.26755692088087146	-0.31179969277549446	CHOZNUnstableGlnDay90_1	CHOZNUnstableGlnDay90	CHOZNUnstableGln	1	90
0.177540910317056	0.20167454220324377	CHOZNUnstableNoglnDay60_2	CHOZNUnstableNoglnDay60	CHOZNUnstableNogln	2	60
1.2345359527266022	0.978656812040918	CHOZNUnstableGlnDay90_2	CHOZNUnstableGlnDay90	CHOZNUnstableGln	2	90
-1.023156233893225	-0.4492500844475047	CHOZNUnstableNoglnDay0_2	CHOZNUnstableNoglnDay0	CHOZNUnstableNogln	2	0
0.8906855182316353	-1.4960783152831088	CHOZNUnstableNoglnDay0_3	CHOZNUnstableNoglnDay0	CHOZNUnstableNogln	3	0
-1.6797889759444953	0.2720836759355132	CHOZNUnstableNoglnDay90_1	CHOZNUnstableNoglnDay90	CHOZNUnstableNogln	1	90
-0.4816597016364361	-1.207619564483355	CHOZNUnstableNoglnDay30_1	CHOZNUnstableNoglnDay30	CHOZNUnstableNogln	1	30
1.6077373165378481	-1.5883439115124345	CHOZNUnstableNoglnDay0_1	CHOZNUnstableNoglnDay0	CHOZNUnstableNogln	1	0
-0.5528954210653558	1.6421178751154164	CHOZNUnstableNoglnDay30_3	CHOZNUnstableNoglnDay30	CHOZNUnstableNogln	3	30
-1.3632750851861042	0.8880962586763443	CHOZNUnstableNoglnDay60_1	CHOZNUnstableNoglnDay60	CHOZNUnstableNogln	1	60
-1.350438130030011	1.5157237904480256	CHOZNUnstableNoglnDay60_3	CHOZNUnstableNoglnDay60	CHOZNUnstableNogln	3	60
