V1	V2	label	sample	cell	rep	day
1.5238571882206138	-0.4478613330913801	CHOZNStableGlnDay0_1	CHOZNStableGlnDay0	CHOZNStableGln	1	0
0.3059879446661924	0.5836215180564768	CHOZNStableGlnDay30_1	CHOZNStableGlnDay30	CHOZNStableGln	1	30
-0.8095424070419606	1.00693200988277	CHOZNStableGlnDay90_3	CHOZNStableGlnDay90	CHOZNStableGln	3	90
1.1674002117675997	-0.7865845316677094	CHOZNStableGlnDay0_3	CHOZNStableGlnDay0	CHOZNStableGln	3	0
0.7471254785405517	-0.7636061529063798	CHOZNStableNoglnDay0_1	CHOZNStableNoglnDay0	CHOZNStableNogln	1	0
-0.7446789351834031	0.6314957997848647	CHOZNStableGlnDay90_2	CHOZNStableGlnDay90	CHOZNStableGln	2	90
1.5138220891261192	-1.353677016552775	CHOZNStableGlnDay0_2	CHOZNStableGlnDay0	CHOZNStableGln	2	0
0.06721095758559414	-1.7031737428801998	CHOZNStableNoglnDay0_2	CHOZNStableNoglnDay0	CHOZNStableNogln	2	0
0.16547015657436237	-0.01721264846905468	CHOZNStableGlnDay30_2	CHOZNStableGlnDay30	CHOZNStableGln	2	30
-0.6869444273747929	-0.01492113802445294	CHOZNStableGlnDay60_1	CHOZNStableGlnDay60	CHOZNStableGln	1	60
0.5413344667976778	0.125425289516242	CHOZNStableGlnDay30_3	CHOZNStableGlnDay30	CHOZNStableGln	3	30
-1.2459878402609394	0.7030406378693628	CHOZNStableGlnDay60_2	CHOZNStableGlnDay60	CHOZNStableGln	2	60
-1.3153582737588305	0.2141049679173097	CHOZNStableGlnDay60_3	CHOZNStableGlnDay60	CHOZNStableGln	3	60
0.22481117157597819	-1.23113511334618	CHOZNStableNoglnDay30_1	CHOZNStableNoglnDay30	CHOZNStableNogln	1	30
-0.7242767409253332	1.8063978672754377	CHOZNStableGlnDay90_1	CHOZNStableGlnDay90	CHOZNStableGln	1	90
0.7339714608588386	-1.5730103891527336	CHOZNStableNoglnDay30_3	CHOZNStableNoglnDay30	CHOZNStableNogln	3	30
1.1956904011009435	-1.27891241673	CHOZNStableNoglnDay0_3	CHOZNStableNoglnDay0	CHOZNStableNogln	3	0
-1.6609010050422848	0.9484098725518391	CHOZNStableNoglnDay90_1	CHOZNStableNoglnDay90	CHOZNStableNogln	1	90
1.1041686300755966	0.3422987946688827	CHOZNStableNoglnDay30_2	CHOZNStableNoglnDay30	CHOZNStableNogln	2	30
0.501834385520878	1.4132487385421455	CHOZNStableNoglnDay60_1	CHOZNStableNoglnDay60	CHOZNStableNogln	1	60
-0.18028110816489118	-0.5942979958963499	CHOZNStableNoglnDay60_2	CHOZNStableNoglnDay60	CHOZNStableNogln	2	60
-0.05671693634445596	1.1850728918136477	CHOZNStableNoglnDay60_3	CHOZNStableNoglnDay60	CHOZNStableNogln	3	60
-0.9396571588470719	-0.5635077657146186	CHOZNStableNoglnDay90_2	CHOZNStableNoglnDay90	CHOZNStableNogln	2	90
-1.428339709466984	1.3678518565528552	CHOZNStableNoglnDay90_3	CHOZNStableNoglnDay90	CHOZNStableNogln	3	90
